#  Velocities of campaign stations with respective to EURASIA plate from 2009-2014
#  Lon.— Longitude in angle degree
#  Lat.— Latitude in angle degree
#  Ve  — Velocity(mm/a) in east component
#  Vn  — Velocity(mm/a) in north component
#  sVe — Velocity error(mm/a) in east component
#  sVn — Velocity error(mm/a) in north component
#  cor - Correlation between eastward and northward components
#  Site— station code
#  Lon.     Lat.    Ve     Vn       sVe     sVn  cor   Site
   102.9    26.9    7.08   -7.34    0.20    0.24  0  H108
   102.6    26.6    7.66  -10.58    0.29    0.15  0  H109
   102.3    26.7    7.29  -10.29    0.19    0.21  0  H110
   102.1    26.8    6.99   -9.28    0.19    0.27  0  H111
   102.0    27.0    8.75  -11.08    0.23    0.24  0  H112
   101.9    26.7    6.31  -10.57    0.34    0.23  0  H113
   101.2    26.7    5.54  -10.55    0.27    0.31  0  H114
   101.7    26.5    7.77  -11.51    0.34    0.34  0  H116
   100.8    26.7    9.48  -10.88    0.89    0.49  0  H117
   103.2    26.4    6.58   -5.59    0.22    0.22  0  H119
   103.2    26.1    7.29   -6.48    0.37    0.23  0  H120
   102.5    26.0    7.23  -10.60    0.26    0.17  0  H121
   101.7    26.1    1.90  -11.34    0.67    0.26  0  H122
   100.6    26.2    5.91   -9.61    0.42    0.26  0  H123
   103.8    25.5    7.57   -2.61    0.39    0.35  0  H125
   103.2    25.6    6.62   -6.10    0.23    0.42  0  H126
   102.9    25.8    7.79  -10.32    0.32    0.30  0  H127
   102.5    25.6    5.65  -10.13    0.24    0.19  0  H128
   101.9    25.6    8.77   -6.07    0.30    0.24  0  H129
   101.3    25.7    5.28   -9.89    0.34    0.26  0  H130
   100.6    25.8    4.24   -9.85    0.29    0.16  0  H131
   103.7    25.0    6.85   -3.59    0.39    0.18  0  H132
   102.5    25.2    6.36  -11.30    0.61    0.87  0  H134
   102.1    25.2    4.67  -12.08    0.58    0.19  0  H135
   101.3    25.2    4.41  -11.76    0.27    0.34  0  H137
   100.5    25.5    4.44  -13.59    0.38    1.04  0  H138
   100.5    25.3    3.33  -10.40    0.34    0.28  0  H140
   100.5    25.0    5.09   -9.53    0.68    0.23  0  H141
   103.3    24.8    6.57   -4.34    0.53    0.30  0  H143
   102.9    24.7    5.48   -7.03    0.26    0.30  0  H144
   102.2    24.7    2.69  -11.63    0.94    0.80  0  H145
   100.3    24.8   -0.02   -9.19    0.51    0.13  0  H147
   100.1    24.4   -0.26   -7.75    0.39    0.26  0  H148
   102.4    24.2    2.24   -9.23    0.48    0.29  0  H150
   102.0    24.1    2.52   -8.93    0.33    0.17  0  H151
   101.1    24.0    0.71   -8.67    0.33    0.39  0  H152
   100.9    24.4    1.17   -8.25    0.28    0.16  0  H153
   103.4    24.1    6.30   -0.63    0.50    0.28  0  H154
   102.0    23.6    0.73  -10.78    0.62    0.20  0  H157
   100.9    23.9    1.10   -7.37    0.22    0.24  0  H160
   100.1    23.9   -1.38   -8.62    0.29    0.33  0  H162
   103.4    23.5    3.38   -4.20    0.27    0.99  0  H164
   103.3    23.7    5.68   -3.94    0.35    0.36  0  H165
   102.4    23.0    7.04   -5.25    0.51    0.56  0  H167
   103.7    23.0    4.86   -3.46    0.43    0.48  0  H170
   100.1    22.2    0.19   -4.11    0.60    0.19  0  H178
   100.0    31.6   19.82   -3.02    0.37    0.26  0  H182
    98.6    29.7   15.17   -5.61    0.31    0.38  0  H186
    98.7    29.2   13.88   -9.14    0.38    0.36  0  H187
    99.3    28.8   12.65  -10.69    0.62    0.30  0  H188
    99.7    29.0   12.39   -6.96    0.22    0.84  0  H189
    99.8    28.3   10.76  -12.35    0.24    0.50  0  H190
    98.9    28.4   11.59  -10.53    0.23    0.29  0  H191
    99.7    27.8    6.60  -14.80    0.25    0.24  0  H192
    99.0    27.6    6.99   -9.90    0.19    0.22  0  H193
    98.7    27.8    7.78   -8.30    0.43    0.25  0  H194
    99.6    27.3    6.79  -13.47    0.24    0.20  0  H195
    98.9    26.9    3.79   -9.58    0.23    0.21  0  H197
    99.9    26.4    3.37  -11.80    0.22    0.26  0  H198
    98.9    26.5    1.26   -8.88    0.26    0.38  0  H200
   100.0    26.1    3.83  -13.25    0.92    0.59  0  H201
    99.4    25.9   -2.70  -13.56    0.40    0.36  0  H202
    98.8    26.0    1.55   -7.25    0.30    0.24  0  H203
    99.9    25.7    1.37   -9.89    0.51    0.61  0  H204
    99.1    25.7   -1.19  -11.64    0.44    0.37  0  H206
    99.1    25.1   -2.23   -8.95    0.56    0.42  0  H207
    99.9    24.6    0.58   -8.86    0.28    0.29  0  H209
    99.6    24.8    0.73   -9.47    0.22    0.20  0  H210
    98.3    24.8   -1.75   -5.29    0.45    0.60  0  H212
    99.6    24.2   -1.33   -7.29    0.35    0.20  0  H214
    99.2    24.0   -2.19   -5.70    0.24    0.21  0  H215
    98.8    23.8   -2.36   -4.54    0.28    0.24  0  H216
    98.3    24.3   -3.85   -3.48    0.23    0.24  0  H217
    99.8    23.5   -0.30   -7.42    0.35    0.42  0  H219
    99.4    23.5   -0.73   -5.56    0.29    0.28  0  H220
    99.3    23.1   -0.23   -2.67    0.34    0.75  0  H223
    99.8    22.7    0.38   -6.35    0.22    0.32  0  H224
    99.6    22.3    0.47   -4.73    0.19    0.19  0  H227
   104.2    34.7    8.80    2.13    0.43    0.66  0  H301
   104.6    34.3    9.13    0.09    0.25    0.17  0  H302
   103.9    34.2   10.64    0.79    0.30    0.39  0  H303
   104.9    34.0    7.91   -0.42    0.24    0.28  0  H304
   105.1    33.5    7.29   -1.05    0.27    0.24  0  H305
    97.9    25.2   -7.67   -5.30    0.51    0.49  0  H308
    98.2    25.5   -5.41   -6.01    0.50    0.38  0  H309
    98.8    31.2   21.22   -2.22    0.70    0.20  0  H311
    98.8    24.9   -3.23   -7.89    0.56    0.29  0  H312
    98.9    25.2   -2.89   -9.39    0.96    0.42  0  H313
    98.9    27.3    6.71   -9.83    0.35    0.36  0  H314
    98.9    23.5   -2.46   -5.47    0.31    0.35  0  H315
    99.0    29.7   13.72   -7.15    0.16    0.17  0  H316
    99.0    24.3   -2.98   -6.62    0.32    0.25  0  H317
    99.3    28.2   13.18  -10.70    0.73    0.30  0  H318
    99.4    27.8    8.78  -11.45    0.33    0.32  0  H319
    99.6    23.7   -1.81   -6.98    0.35    0.26  0  H320
    99.6    31.0   18.87   -5.51    0.47    0.27  0  H321
    99.8    26.0    1.47  -11.27    0.36    0.23  0  H323
    99.9    26.8    3.51  -13.29    0.27    0.22  0  H324
   100.0    26.8    4.10  -13.18    0.61    0.35  0  H325
   100.0    21.7    2.08   -5.20    0.41    0.53  0  H326
   100.0    27.5    7.58  -12.91    0.34    0.20  0  H327
   100.2    26.3    5.08  -10.55    0.53    0.29  0  H328
   100.3    30.5   15.90   -9.16    0.39    0.58  0  H329
   100.3    28.6   10.38  -12.49    0.31    0.29  0  H330
   100.3    22.7    2.99   -7.83    0.21    0.29  0  H331
   100.5    27.0    6.42  -12.34    0.28    0.15  0  H333
   100.7    26.4    4.36  -11.70    0.33    0.25  0  H334
   100.7    24.6    1.20   -8.04    0.29    0.33  0  H335
   100.8    25.4    0.99   -9.98    0.37    0.27  0  H336
   100.9    28.1    9.85  -13.86    0.23    0.16  0  H337
   101.1    29.8    9.46  -13.32    0.92    1.19  0  H338
   101.0    22.8    1.54   -7.60    0.31    0.49  0  H339
   100.9    26.1    4.83  -10.22    0.37    0.20  0  H340
   100.9    23.4    1.04   -8.64    0.48    0.40  0  H341
   101.0    27.6    8.46  -14.34    0.21    0.15  0  H342
   101.1    30.6   16.67   -8.20    0.56    0.30  0  H343
   101.4    22.7    2.81   -6.82    0.50    0.26  0  H344
   101.4    30.6   16.78   -8.65    0.22    0.18  0  H345
   101.4    27.0    8.74  -11.99    0.26    0.21  0  H346
   101.5    29.3   10.49  -12.18    0.23    0.36  0  H347
   101.5    27.7   10.70  -11.63    0.26    0.22  0  H349
   101.6    22.4    4.33   -5.88    0.29    0.25  0  H350
   101.6    25.3    5.06  -10.61    0.43    0.31  0  H351
   101.7    24.4    0.66  -10.15    0.45    0.36  0  H352
   102.2    24.4    1.58   -9.97    0.49    0.27  0  H353
   101.7    23.0    1.71   -8.02    0.48    0.31  0  H354
   101.9    25.0    0.95  -11.51    0.28    0.28  0  H356
   101.9    28.2    9.68  -11.57    0.32    0.25  0  H357
   102.0    28.6   10.85  -10.41    0.31    0.28  0  H358
   102.2    27.8    9.67  -10.51    0.19    0.30  0  H359
   102.1    25.0    4.19  -12.37    0.38    0.54  0  H360
   102.2    30.1    7.64   -3.28    0.96    0.79  0  H361
   102.2    25.6    5.39  -10.46    0.34    0.24  0  H362
   102.2    29.4   10.13   -5.79    0.32    0.31  0  H363
   102.2    23.9    1.35   -9.30    0.40    0.29  0  H364
   102.2    28.7   10.29   -8.19    0.32    0.24  0  H365
   102.3    29.1    8.36   -6.73    0.30    0.44  0  H366
   102.4    27.9    8.72   -7.67    0.40    0.24  0  H367
   102.4    29.9    9.70   -3.03    0.52    0.40  0  H368
   102.4    27.6    9.29   -8.59    0.42    0.29  0  H369
   102.5    23.4    4.81   -5.57    0.32    0.19  0  H370
   102.5    24.9    3.79   -9.97    0.22    0.18  0  H371
   102.6    30.1    6.41   -3.43    0.38    0.35  0  H372
   102.6    27.9    8.48   -7.20    0.16    0.19  0  H373
   102.6    24.7    3.17  -10.34    0.33    0.22  0  H374
   102.6    28.6    8.93   -5.02    0.66    0.56  0  H375
   102.7    27.9    9.66   -6.49    0.41    0.17  0  H376
   102.8    30.0    6.53   -2.56    0.43    0.31  0  H377
   102.7    28.5    8.94   -5.24    0.22    0.30  0  H378
   102.8    25.0    4.73   -9.64    0.61    0.26  0  H379
   102.8    24.5    4.03   -8.56    0.36    0.21  0  H380
   102.8    23.9    3.73   -5.36    0.21    0.22  0  H381
   102.9    23.6    1.99   -6.09    0.36    0.27  0  H382
   102.9    30.5    7.49   -2.82    0.51    0.49  0  H384
   103.0    24.2    7.32   -4.65    0.30    0.33  0  H385
   103.0    28.1    8.12   -4.25    0.40    0.36  0  H386
   103.0    26.6    7.17   -6.26    0.43    0.21  0  H387
   103.0    25.4    6.88   -7.20    0.26    0.23  0  H388
   103.0    24.9    5.26   -6.53    0.31    0.25  0  H389
   103.1    24.9    3.02   -4.69    0.56    0.38  0  H390
   103.2    30.1    7.63   -0.55    0.63    0.52  0  H391
   103.3    25.1    8.40   -3.21    0.43    0.40  0  H392
   103.3    24.9    6.61   -3.73    0.34    0.26  0  H393
   103.4    28.1    5.61   -2.63    0.34    0.22  0  H394
   103.4    29.9    6.88   -2.04    0.63    0.43  0  H395
   103.4    26.9    6.70   -3.68    0.24    0.16  0  H396
   103.4    24.6    7.32   -3.34    0.32    0.31  0  H397
   103.4    25.9    5.74   -2.87    0.55    0.22  0  H398
   103.5    24.9    7.02   -3.26    0.40    0.25  0  H399
   103.8    29.4    6.33   -0.78    0.17    0.31  0  H400
   104.0    28.2    6.77   -1.02    0.43    0.46  0  H401
   104.1    30.4    5.34   -1.22    0.30    0.21  0  H402
   100.7    31.9   18.20   -0.57    0.45    0.28  0  HB02
   103.6    30.7    5.77   -1.01    0.43    0.36  0  HB03
   103.9    29.0    5.32   -1.63    0.28    0.19  0  HB04
   101.6    24.7    2.64  -10.25    0.35    0.25  0  HB05
   102.8    24.1    6.30   -5.57    0.49    0.17  0  HB06
   102.5    23.7    5.83   -9.78    0.40    0.33  0  HB07
   101.4    23.3    1.82   -9.16    0.18    0.21  0  HB08
   103.1    23.1    6.28   -2.50    0.30    0.21  0  HB10
   104.0    22.5    5.52   -2.56    0.26    0.22  0  HB11
   101.9    22.6    4.63   -6.53    0.18    0.21  0  HB12
   101.1    22.5    1.88   -7.09    0.29    0.25  0  HB13
   100.4    22.0    1.90   -6.22    0.60    0.50  0  HB14
   100.7    21.6    1.99   -7.40    0.73    0.60  0  HB15
    99.7    31.7   20.29   -2.65    0.23    0.27  0  HB16
    99.5    30.3   16.30   -8.43    0.13    0.51  0  HB17
    99.5    25.5    0.38  -11.65    0.56    0.22  0  HB18
    98.7    24.6   -2.99   -5.43    0.35    0.28  0  HB19
    97.9    24.0   -9.78    2.74    1.26    0.89  0  HB20
   104.6    30.3    7.36   -0.24    0.87    0.77  0  HN02
    94.7    43.2    4.53    2.88    0.24    0.25  0  I001
    93.0    43.6    4.30    4.03    0.38    0.32  0  I002
    91.5    43.5    4.71    4.09    0.38    0.22  0  I003
    90.3    43.8    5.18    4.63    0.28    0.25  0  I004
    90.3    42.9    5.24    9.92    0.25    0.34  0  I006
    86.4    48.1    1.43    1.90    0.29    0.36  0  I008
    86.9    47.7    2.47    2.90    0.34    0.19  0  I009
    89.8    47.2    0.89    4.30    0.19    0.34  0  I010
    89.5    47.0    0.68    4.16    0.21    0.48  0  I011
    87.5    47.1    1.74    3.79    0.18    0.26  0  I012
    86.6    47.1    2.44    3.43    0.33    0.44  0  I013
    85.9    47.4    1.88    3.18    0.29    0.21  0  I014
    90.3    46.7    1.37    3.63    0.24    0.42  0  I015
    85.7    46.8    2.31    2.32    0.40    0.12  0  I016
    90.2    46.1    2.97    4.60    0.20    0.16  0  I017
    89.0    44.9    1.20    3.13    0.20    0.21  0  I019
    89.6    44.0    4.99    4.12    0.22    0.45  0  I020
    87.9    44.2    2.49    6.00    0.19    0.34  0  I021
    86.2    44.3    3.55    5.55    0.34    0.20  0  I023
    88.3    43.4    3.37    5.39    0.22    0.40  0  I025
    87.2    43.3    3.07    7.30    0.32    0.24  0  I026
    88.6    42.8    1.79    9.19    0.17    0.50  0  I027
    86.4    42.4    4.04    7.81    0.13    0.33  0  I028
    85.5    41.9    3.35    7.85    0.42    0.14  0  I030
    87.2    40.8    4.21    8.89    0.13    0.33  0  I032
    88.3    40.3    3.88    8.61    0.29    0.36  0  I033
    88.2    39.0    5.40    9.58    0.26    0.17  0  I034
    87.0    38.5    1.55    9.19    0.16    0.55  0  I035
    82.9    46.8    1.20    0.15    0.41    0.40  0  I037
    83.6    45.9    2.33    1.90    0.41    0.51  0  I038
    81.0    45.0    1.60    3.74    0.38    0.43  0  I040
    82.1    44.9    2.11    4.67    0.28    0.31  0  I041
    82.9    44.6    1.45    5.40    0.19    0.18  0  I042
    83.9    44.5    2.30    3.48    0.12    0.38  0  I043
    84.9    44.4    4.35    3.88    0.22    0.39  0  I044
    84.3    43.7    3.41    5.62    0.48    0.18  0  I045
    81.4    43.9    2.48    5.62    0.48    0.13  0  I047
    80.9    44.1    2.13    4.63    0.42    0.25  0  I048
    82.2    43.5    3.60    6.15    0.59    0.19  0  I050
    84.5    43.3    3.34    6.96    0.50    0.18  0  I051
    81.1    43.1    1.78    6.19    0.20    0.21  0  I052
    84.2    43.0    4.40    7.68    0.18    0.30  0  I053
    83.1    42.1    4.82    7.01    0.27    0.16  0  I054
    81.8    41.8    5.56    5.70    0.38    0.14  0  I055
    84.2    41.8    2.80    9.94    0.37    0.34  0  I056
    83.0    41.7    3.81    9.46    0.72    0.84  0  I057
    82.8    41.2    3.53   12.90    0.22    0.17  0  I060
    80.4    40.6    1.58   14.03    0.27    0.11  0  I062
    84.3    40.2    2.04    9.58    0.61    0.09  0  I063
    83.8    37.6   -0.24   12.35    0.22    0.07  0  I066
    82.7    37.0   -0.05   13.70    0.28    0.18  0  I067
    81.7    36.8   -1.47   13.40    0.14    0.22  0  I068
    83.0    36.7   -0.26   13.40    0.35    0.34  0  I069
    81.5    36.5   -1.56   14.43    0.22    0.24  0  I070
    78.5    40.9    2.52   14.08    0.20    0.23  0  I072
    79.0    40.5    2.68   14.20    0.32    0.16  0  I073
    76.9    40.2    1.98   13.04    0.24    0.16  0  I074
    78.0    39.7    0.88   16.47    0.32    0.22  0  I075
    76.5    39.8    2.13   14.71    0.25    0.25  0  I077
    75.3    39.7    0.25   12.11    0.40    0.19  0  I078
    76.7    39.5    2.13   16.34    0.26    0.15  0  I079
    75.9    39.2    3.90   18.04    0.41    0.13  0  I081
    77.6    38.9   -0.17   17.52    0.18    0.21  0  I082
    76.2    38.9    2.10   18.89    0.48    0.16  0  I083
    77.3    38.2   -0.56   18.79    0.24    0.16  0  I084
    78.2    37.6   -0.93   17.85    0.38    0.20  0  I086
    80.0    37.1   -3.21   16.24    0.47    0.32  0  I087
    75.4    36.9   -1.85   20.36    0.28    0.39  0  I088
    74.3    39.8    0.08   13.33    0.21    0.16  0  I089
    75.0    38.7   -4.11   19.70    0.31    0.15  0  I090
    86.8    48.7   -0.07    1.06    0.29    0.52  0  I301
    87.5    48.6    0.54    3.07    0.53    0.60  0  I302
    85.6    48.2    0.39    1.01    0.20    0.59  0  I303
    86.6    48.3    1.41    1.57    1.32    0.36  0  I304
    87.2    48.1    1.70    2.01    0.29    0.46  0  I305
    88.2    47.8    0.86    3.30    0.23    0.41  0  I306
    87.5    47.7    1.36    3.26    0.18    0.45  0  I307
    87.8    47.7    1.43    2.97    0.22    0.38  0  I308
    88.7    47.6    1.62    3.33    0.33    0.43  0  I309
    89.6    47.3    0.67    3.76    0.23    0.40  0  I310
    87.9    47.4    0.24    3.98    0.12    0.37  0  I311
    88.8    47.1    0.99    4.33    0.13    0.49  0  I312
    84.3    46.9    1.79    1.35    0.40    0.43  0  I313
    83.6    46.6    1.30    1.55    0.32    0.22  0  I314
    85.0    46.5    3.04    2.72    1.35    1.41  0  I315
    86.1    46.5    2.22    3.65    0.39    0.28  0  I316
    89.7    46.4    2.26    4.27    0.24    0.33  0  I317
    87.9    46.5    1.59    4.08    0.23    0.52  0  I318
    90.4    46.3    3.90    3.70    0.14    0.28  0  I319
    86.4    46.3    2.59    4.16    0.30    0.28  0  I320
    90.8    46.2    3.50    3.87    0.32    0.19  0  I321
    89.5    46.1    1.65    4.83    0.17    0.36  0  I322
    86.3    45.4    2.47    3.96    0.31    0.47  0  I323
    90.1    45.9    1.66    4.88    0.25    0.25  0  I324
    87.8    45.7    3.26    3.81    0.36    0.33  0  I325
    83.8    45.5    1.78    2.58    0.36    0.52  0  I326
    90.2    45.6    1.89    5.02    0.30    0.27  0  I327
    89.4    45.4    2.45    4.87    0.22    0.29  0  I328
    90.5    44.5    4.10    4.68    0.31    0.16  0  I329
    81.6    45.2    1.55    3.28    0.47    0.34  0  I330
    82.6    45.2    1.95    3.37    0.25    0.45  0  I331
    85.2    45.1    4.20    2.77    0.31    0.48  0  I332
    86.1    45.0    2.40    3.57    0.25    0.57  0  I333
    91.2    43.8    4.60    4.43    0.21    0.14  0  I334
    90.1    45.1    2.66    4.34    0.20    0.31  0  I335
    90.0    44.6    2.70    4.80    0.17    0.29  0  I336
    81.7    44.7    2.39    4.21    0.43    0.33  0  I337
    84.9    44.6    4.19    3.57    0.39    0.21  0  I338
    87.4    44.6    2.35    3.71    0.31    0.48  0  I339
    81.3    44.5    1.48    4.46    0.32    0.29  0  I340
    85.4    44.2    4.45    5.41    0.31    0.13  0  I341
    88.7    44.2    2.17    6.71    0.19    0.59  0  I342
    80.4    44.2    1.71    3.17    0.51    0.18  0  I343
    92.2    44.2    4.09    4.57    0.46    0.22  0  I344
    84.8    44.2    2.83    4.51    0.20    0.26  0  I345
    82.8    44.3    2.00    4.75    0.15    0.52  0  I346
    94.1    44.0    4.63    4.86    0.39    0.29  0  I347
    85.6    44.0    3.94    6.24    0.28    0.27  0  I348
    84.4    44.2    2.26    4.11    0.21    0.24  0  I349
    86.5    43.9    4.29    6.03    0.40    0.38  0  I350
    89.1    43.9    3.30    4.22    0.33    0.53  0  I351
    94.9    43.8    3.54    2.85    0.13    0.28  0  I352
    81.7    43.6    2.65    5.96    0.37    0.09  0  I354
    87.0    43.5    3.83    5.94    0.32    0.15  0  I355
    81.1    43.5    2.05    6.24    0.19    0.20  0  I356
    89.9    43.6    5.28    5.96    0.31    0.07  0  I357
    88.0    43.5    3.67    5.34    0.20    0.16  0  I358
    87.4    43.5    4.32    6.11    0.19    0.29  0  I359
    94.0    43.4    4.17    2.98    0.22    0.32  0  I360
    86.1    43.0    2.75    7.21    0.18    0.36  0  I361
    84.1    43.3    1.84    7.45    0.39    0.57  0  I362
    82.8    43.3    3.03    5.47    0.37    0.36  0  I363
    89.3    43.2    3.86    5.18    0.17    0.20  0  I364
    81.9    43.2    3.56    6.15    0.36    0.22  0  I365
    92.4    43.3    4.51    5.00    0.32    0.16  0  I366
    88.5    43.1    4.16    5.33    0.30    0.26  0  I367
    85.5    43.1    3.68    7.05    0.21    0.52  0  I368
    83.5    43.5    1.70    5.08    0.26    0.56  0  I369
    89.6    42.8    3.36    5.44    0.16    0.20  0  I370
    87.9    42.8    3.87    6.51    0.25    0.20  0  I371
    80.7    42.7    3.03    6.69    0.45    0.33  0  I372
    84.4    42.8    4.21    7.78    0.19    0.17  0  I373
    86.3    42.6    4.70    7.11    0.19    0.22  0  I374
    81.9    43.0    3.70    6.24    0.28    0.21  0  I375
    83.7    42.7    3.50    7.69    0.19    0.11  0  I376
    80.3    42.7    2.82    6.81    0.30    0.24  0  I377
    84.4    42.1    3.63    7.40    0.30    0.19  0  I378
    88.2    42.2    4.25    6.66    0.16    0.19  0  I379
    86.6    42.0    4.35    8.08    0.25    0.28  0  I380
    81.6    42.1    4.10    6.52    0.44    0.31  0  I381
    83.0    42.0    4.63    7.87    0.38    0.38  0  I382
    82.4    41.9    3.67   10.46    0.43    0.13  0  I383
    79.7    41.7    2.80   10.50    0.44    0.25  0  I384
    80.1    41.7    3.54    9.02    0.47    0.50  0  I385
    89.1    41.6    3.52    6.63    0.60    0.62  0  I386
    87.4    41.3    3.24    7.84    0.23    0.19  0  I387
    77.9    40.9    2.11   14.17    0.21    0.24  0  I388
    91.3    41.0    4.19    6.69    0.33    0.12  0  I389
    83.2    41.1    2.55   11.94    0.17    0.14  0  I390
    81.3    40.5    2.61   15.12    0.32    0.15  0  I391
    75.4    40.5    0.38   10.12    0.35    0.30  0  I392
    77.6    40.3    2.18   13.73    0.19    0.15  0  I393
    79.4    40.0    1.51   15.20    0.18    0.17  0  I394
    77.4    39.6    1.52   16.06    0.21    0.17  0  I395
    76.0    39.6    0.86   15.51    0.28    0.22  0  I396
    75.6    39.3    2.64   18.08    0.22    0.24  0  I397
    88.2    39.3    2.33    8.70    0.39    0.25  0  I398
    74.4    39.0   -4.96   17.92    0.25    0.15  0  I399
    88.9    39.0    1.84    8.20    0.25    0.22  0  I400
    75.4    39.0    1.58   20.35    0.35    0.18  0  I401
    74.8    38.9   -2.97   19.15    0.50    0.27  0  I402
    74.9    38.2   -2.46   19.69    0.34    0.27  0  I403
    76.7    38.4   -0.43   19.34    0.18    0.13  0  I404
    85.6    38.1    1.60   11.11    0.42    0.25  0  I405
    80.3    37.9   -0.67   15.77    0.21    0.12  0  I406
    75.8    37.8   -1.43   20.89    0.32    0.16  0  I407
    86.2    37.6    2.81   11.87    0.50    0.23  0  I408
    77.4    37.5   -0.80   19.01    0.22    0.21  0  I409
    75.4    37.4   -2.00   20.97    0.25    0.19  0  I410
    77.0    37.1   -0.68   19.21    0.14    0.18  0  I411
    84.5    37.1    0.19   11.84    0.19    0.16  0  I412
    77.0    36.8   -0.91   19.89    0.46    0.25  0  I413
    79.9    36.8   -1.11   16.42    0.26    0.14  0  I414
    83.6    36.7    0.37   14.09    0.24    0.30  0  I415
    77.8    37.4   -2.81   17.98    0.19    0.17  0  I416
    79.0    37.1    0.13   17.64    0.77    0.79  0  I417
    80.0    36.4   -1.19   16.85    0.21    0.35  0  I418
    78.1    36.3   -1.92   17.96    0.24    0.20  0  I419
    93.7    43.1    4.67    3.62    0.37    0.50  0  I420
    89.9    47.0    0.85    3.66    0.21    0.22  0  I421
    83.7    44.3    2.65    3.92    0.14    0.32  0  I422
    82.2    42.9    3.26    6.53    0.29    0.17  0  I423
   101.6    34.7   11.25    3.67    0.30    0.22  0  J001
    98.1    36.3    9.53    7.23    0.29    0.49  0  J002
   100.0    35.6   10.00    4.93    0.17    0.37  0  J003
    95.5    34.6   20.19    7.94    0.24    0.65  0  J004
    98.2    34.9   15.78    6.43    0.33    0.23  0  J005
    99.7    33.8   17.19    2.25    0.26    0.42  0  J006
    95.3    32.9   25.47    6.94    0.27    0.70  0  J008
    99.2    31.9   21.09   -1.72    0.18    0.11  0  J009
    97.2    31.2   21.25   -1.66    0.39    0.23  0  J010
    95.6    29.9   18.05    3.00    0.28    0.82  0  J011
    98.0    29.7   13.61   -2.81    0.57    0.73  0  J012
    92.4    34.2   21.50   11.15    0.21    0.22  0  J016
    91.7    32.2   20.09   13.01    0.40    0.28  0  J018
    94.1    31.9   24.53    7.58    0.75    0.32  0  J019
    92.1    31.5   21.60   12.39    0.23    0.41  0  J020
    91.1    30.5   17.65   17.46    0.09    0.19  0  J021
    93.1    29.9   18.88   10.11    1.01    1.01  0  J022
    91.1    32.0   19.27   14.37    0.21    0.26  0  J025
    88.7    31.1   15.43   20.52    0.34    0.37  0  J026
    90.6    30.1   16.49   18.65    0.22    0.34  0  J027
    92.9    30.8   21.42   10.70    0.24    0.20  0  J028
    88.6    28.2   10.87   23.57    0.42    0.74  0  J029
    87.1    28.6    9.46   24.06    0.23    0.57  0  J030
    92.4    28.4   16.53   15.63    0.17    0.21  0  J032
    90.6    28.4   13.99   23.97    0.21    0.19  0  J033
    91.9    28.0   12.88   18.02    0.29    0.54  0  J034
    89.2    32.0   15.90   17.63    0.12    0.37  0  J035
    86.4    31.9   13.34   19.98    0.28    0.23  0  J036
    88.8    29.4   12.88   21.82    0.31    0.35  0  J037
    87.1    29.3   11.43   22.32    0.30    0.55  0  J038
    89.6    28.9   13.28   23.86    0.29    0.46  0  J039
    85.4    29.0    8.36   23.97    0.67    0.41  0  J040
    86.0    28.1   10.37   26.42    0.37    0.49  0  J041
    89.2    27.7   13.08   28.35    0.65    0.31  0  J042
    84.1    32.3    8.50   18.95    0.19    0.14  0  J043
    81.2    32.4    1.93   18.73    0.16    0.13  0  J044
    81.2    30.3    5.91   20.51    0.65    0.85  0  J045
    82.8    30.4    5.53   21.86    0.21    0.20  0  J046
    77.0    36.6   -0.75   20.02    0.45    0.22  0  J047
    79.9    33.6    0.53   16.92    0.18    0.10  0  J049
    78.7    36.2   -1.73   16.66    0.24    0.15  0  J301
    79.2    36.0   -1.18   16.55    0.21    0.13  0  J302
    77.8    35.6   -1.82   18.65    0.17    0.17  0  J303
    79.5    35.6   -1.88   15.99    0.10    0.19  0  J304
    79.4    35.8   -0.80   16.26    0.27    0.17  0  J305
    79.5    35.2   -0.47   15.72    0.24    0.11  0  J306
    76.2    38.7    0.57   19.97    0.38    0.11  0  J307
    79.1    31.9   -0.63   19.40    0.26    0.18  0  J308
    79.7    35.0   -0.53   15.79    0.18    0.16  0  J309
    79.8    33.2    0.23   17.19    0.18    0.24  0  J310
    79.8    31.5    0.06   19.47    0.19    0.31  0  J311
    79.9    34.9   -0.99   15.57    0.09    0.13  0  J312
    80.0    32.6    0.75   17.80    0.24    0.14  0  J313
    80.3    31.7    0.34   18.98    0.18    0.23  0  J314
    80.3    34.4   -1.47   17.55    0.29    0.35  0  J315
    80.3    33.8    0.77   16.89    0.19    0.14  0  J316
    80.4    33.0    0.88   17.43    0.22    0.14  0  J317
    80.4    31.0    0.71   20.22    0.15    0.41  0  J318
    95.8    29.8   19.19    2.04    0.36    0.30  0  J319
    81.9    30.7    4.63   19.69    0.24    0.16  0  J320
    82.2    34.2    5.44   17.65    0.19    0.26  0  J321
    82.2    32.2    4.25   17.87    0.24    0.19  0  J322
    82.2    31.5    5.58   20.13    0.29    0.31  0  J323
    82.5    34.1    5.57   16.81    0.30    0.22  0  J324
    82.8    35.0    5.26   16.44    0.18    0.17  0  J325
    83.2    29.8    5.98   22.21    0.19    0.09  0  J326
    83.3    32.4    8.04   19.06    0.29    0.25  0  J327
